Date,Open,High,Low,Close,Adj Close,Volume,ticker
2007-08-13,182.17822265625,182.17822265625,180.19801330566406,180.19801330566406,124.61876678466797,98687,RILY
2007-08-14,180.0,180.19801330566406,179.40594482421875,179.6039581298828,124.20793914794922,65786,RILY
2007-08-15,180.19801330566406,180.19801330566406,179.20791625976562,179.20791625976562,123.93407440185547,12741,RILY
2007-08-16,178.4158477783203,178.4158477783203,176.2376251220703,177.4257354736328,122.7015380859375,3050,RILY
2007-08-17,179.00990295410156,179.00990295410156,177.22772216796875,178.2178192138672,123.24934387207031,5141,RILY
2007-08-20,177.62376403808594,178.4158477783203,177.62376403808594,178.4158477783203,123.3862533569336,177,RILY
2007-08-21,177.82177734375,177.82177734375,177.82177734375,177.82177734375,122.9754409790039,813,RILY
2007-08-22,177.82177734375,181.18812561035156,177.82177734375,179.6039581298828,124.20793914794922,65468,RILY
2007-08-23,178.81187438964844,179.6039581298828,178.2178192138672,178.2178192138672,123.24934387207031,1055,RILY
2007-08-24,180.19801330566406,180.19801330566406,178.81187438964844,178.81187438964844,123.66016387939453,71,RILY
2007-08-27,178.2178192138672,178.61386108398438,178.2178192138672,178.61386108398438,123.52323913574219,51,RILY
2007-08-28,178.61386108398438,178.81187438964844,177.4257354736328,178.4158477783203,123.3862533569336,54656,RILY
2007-08-29,180.19801330566406,180.19801330566406,178.2178192138672,178.81187438964844,123.66016387939453,207,RILY
2007-08-30,178.81187438964844,178.81187438964844,178.2178192138672,178.2178192138672,123.24934387207031,1762,RILY
2007-08-31,178.4158477783203,178.61386108398438,178.2178192138672,178.61386108398438,123.52323913574219,29846,RILY
2007-09-04,178.61386108398438,178.61386108398438,178.2178192138672,178.2178192138672,123.24934387207031,7626,RILY
2007-09-05,178.2178192138672,178.2178192138672,178.2178192138672,178.2178192138672,123.24934387207031,8676,RILY
2007-09-06,178.4158477783203,178.4158477783203,178.2178192138672,178.2178192138672,123.24934387207031,177,RILY
2007-09-07,178.2178192138672,178.2178192138672,178.2178192138672,178.2178192138672,123.24934387207031,8651,RILY
2007-09-10,178.2178192138672,178.4158477783203,178.2178192138672,178.4158477783203,123.3862533569336,6186,RILY
2007-09-11,178.81187438964844,178.81187438964844,178.61386108398438,178.61386108398438,123.52323913574219,91,RILY
2007-09-12,178.61386108398438,179.20791625976562,178.4158477783203,178.81187438964844,123.66016387939453,8843,RILY
2007-09-13,178.4158477783203,178.61386108398438,178.4158477783203,178.4158477783203,123.3862533569336,1985,RILY
2007-09-14,178.61386108398438,179.40594482421875,178.61386108398438,179.40594482421875,124.07099914550781,6908,RILY
2007-09-17,178.61386108398438,179.40594482421875,178.61386108398438,179.00990295410156,123.79712677001953,333,RILY
2007-09-18,179.20791625976562,179.20791625976562,178.4158477783203,179.00990295410156,123.79712677001953,5474,RILY
2007-09-19,179.20791625976562,179.40594482421875,179.20791625976562,179.20791625976562,123.93407440185547,12953,RILY
2007-09-20,179.20791625976562,179.6039581298828,178.81187438964844,178.81187438964844,123.66016387939453,30214,RILY
2007-09-21,179.00990295410156,179.6039581298828,178.81187438964844,179.6039581298828,124.20793914794922,2454,RILY
2007-09-24,179.00990295410156,179.00990295410156,178.81187438964844,178.81187438964844,123.66016387939453,3747,RILY
2007-09-25,179.20791625976562,179.20791625976562,178.81187438964844,179.00990295410156,123.79712677001953,4111,RILY
2007-09-26,179.00990295410156,179.00990295410156,178.81187438964844,178.81187438964844,123.66016387939453,17438,RILY
2007-09-27,179.6039581298828,179.6039581298828,178.81187438964844,178.81187438964844,123.66016387939453,12489,RILY
2007-09-28,178.81187438964844,180.59405517578125,174.65345764160156,174.65345764160156,120.78433227539062,118640,RILY
2007-10-01,176.43563842773438,179.20791625976562,176.43563842773438,178.2178192138672,123.24934387207031,13579,RILY
2007-10-02,178.81187438964844,180.59405517578125,178.61386108398438,179.00990295410156,123.79712677001953,13711,RILY
2007-10-03,178.4158477783203,179.80198669433594,177.4257354736328,178.4158477783203,123.3862533569336,39774,RILY
2007-10-04,178.61386108398438,180.19801330566406,178.2178192138672,178.81187438964844,123.66016387939453,12221,RILY
2007-10-05,180.99009704589844,181.18812561035156,179.00990295410156,180.19801330566406,124.61876678466797,10393,RILY
2007-10-08,179.6039581298828,180.19801330566406,178.81187438964844,179.6039581298828,124.20793914794922,1050,RILY
2007-10-09,179.6039581298828,181.38613891601562,178.2178192138672,179.80198669433594,124.3448715209961,8535,RILY
2007-10-10,179.80198669433594,179.80198669433594,179.00990295410156,179.80198669433594,124.3448715209961,2086,RILY
2007-10-11,179.80198669433594,180.59405517578125,178.4158477783203,178.61386108398438,123.52323913574219,3000,RILY
2007-10-12,178.4158477783203,180.59405517578125,178.4158477783203,179.80198669433594,124.3448715209961,5686,RILY
2007-10-15,179.40594482421875,180.19801330566406,179.20791625976562,179.80198669433594,124.3448715209961,10272,RILY
2007-10-16,179.6039581298828,179.6039581298828,178.61386108398438,178.61386108398438,123.52323913574219,9156,RILY
2007-10-17,179.80198669433594,179.80198669433594,178.61386108398438,179.20791625976562,123.93407440185547,5570,RILY
2007-10-18,178.81187438964844,179.20791625976562,178.61386108398438,179.20791625976562,123.93407440185547,2252,RILY
2007-10-19,179.20791625976562,179.40594482421875,173.267333984375,179.20791625976562,123.93407440185547,5833,RILY
2007-10-22,178.81187438964844,179.6039581298828,178.2178192138672,178.61386108398438,123.52323913574219,6181,RILY
2007-10-23,179.40594482421875,179.6039581298828,179.00990295410156,179.40594482421875,124.07099914550781,8181,RILY
2007-10-24,179.00990295410156,179.6039581298828,178.4158477783203,178.81187438964844,123.66016387939453,3611,RILY
2007-10-25,179.6039581298828,180.19801330566406,178.81187438964844,180.19801330566406,124.61876678466797,19786,RILY
2007-10-26,180.19801330566406,180.19801330566406,179.20791625976562,179.80198669433594,124.3448715209961,10534,RILY
2007-10-29,179.80198669433594,180.0,179.20791625976562,180.0,124.48181915283203,5505,RILY
2007-10-30,179.6039581298828,181.18812561035156,179.6039581298828,180.79208374023438,125.02958679199219,4777,RILY
2007-10-31,180.59405517578125,182.9702911376953,179.80198669433594,180.99009704589844,125.1665267944336,4954,RILY
2007-11-01,180.19801330566406,180.79208374023438,179.20791625976562,179.20791625976562,123.93407440185547,7676,RILY
2007-11-02,180.99009704589844,183.3663330078125,179.00990295410156,180.59405517578125,124.89264678955078,8661,RILY
2007-11-05,180.19801330566406,181.18812561035156,179.80198669433594,180.0,124.48181915283203,2328,RILY
2007-11-06,180.0,184.15841674804688,180.0,183.16831970214844,126.67292785644531,9555,RILY
2007-11-07,181.38613891601562,182.17822265625,180.19801330566406,181.5841522216797,125.57740020751953,10984,RILY
2007-11-08,182.77227783203125,182.9702911376953,181.18812561035156,182.9702911376953,126.53599548339844,4767,RILY
2007-11-09,181.5841522216797,182.77227783203125,181.18812561035156,181.5841522216797,125.57740020751953,1853,RILY
2007-11-12,182.17822265625,182.9702911376953,182.17822265625,182.77227783203125,126.39901733398438,2788,RILY
2007-11-13,182.77227783203125,182.9702911376953,181.18812561035156,182.9702911376953,126.53599548339844,6141,RILY
2007-11-14,182.77227783203125,182.77227783203125,181.18812561035156,182.5742645263672,126.2621078491211,11554,RILY
2007-11-15,181.98019409179688,182.77227783203125,181.38613891601562,182.77227783203125,126.39901733398438,2091,RILY
2007-11-16,182.77227783203125,182.9702911376953,181.18812561035156,182.9702911376953,126.53599548339844,3262,RILY
2007-11-19,181.5841522216797,182.77227783203125,181.18812561035156,181.7821807861328,125.71432495117188,4267,RILY
2007-11-20,181.38613891601562,184.55445861816406,181.38613891601562,184.55445861816406,127.63152313232422,10620,RILY
2007-11-21,183.16831970214844,184.15841674804688,182.37623596191406,183.3663330078125,126.8098373413086,1808,RILY
2007-11-23,183.56436157226562,184.15841674804688,183.16831970214844,184.15841674804688,127.35765075683594,3313,RILY
2007-11-26,183.7623748779297,184.75247192382812,181.98019409179688,183.3663330078125,126.8098373413086,17120,RILY
2007-11-27,183.56436157226562,183.7623748779297,182.5742645263672,182.5742645263672,126.2621078491211,10868,RILY
2007-11-28,183.56436157226562,184.15841674804688,181.7821807861328,183.7623748779297,127.08377075195312,8686,RILY
2007-11-29,183.7623748779297,184.55445861816406,180.79208374023438,181.98019409179688,125.85128021240234,1429,RILY
2007-11-30,183.9604034423828,183.9604034423828,181.38613891601562,181.38613891601562,125.44041442871094,4510,RILY
2007-12-03,181.38613891601562,181.7821807861328,181.18812561035156,181.18812561035156,125.30348205566406,2858,RILY
2007-12-04,181.18812561035156,182.77227783203125,181.18812561035156,181.5841522216797,125.57740020751953,3419,RILY
2007-12-05,181.98019409179688,181.98019409179688,181.18812561035156,181.98019409179688,125.85128021240234,2591,RILY
2007-12-06,181.18812561035156,182.17822265625,181.18812561035156,182.17822265625,125.9881820678711,1914,RILY
2007-12-07,182.17822265625,184.55445861816406,180.59405517578125,184.55445861816406,127.63152313232422,1919,RILY
2007-12-10,183.9604034423828,184.35643005371094,181.38613891601562,182.17822265625,125.9881820678711,2015,RILY
2007-12-11,183.16831970214844,183.16831970214844,181.5841522216797,182.5742645263672,126.2621078491211,3348,RILY
2007-12-12,182.9702911376953,183.7623748779297,180.99009704589844,182.9702911376953,126.53599548339844,12160,RILY
2007-12-13,180.99009704589844,185.9405975341797,179.6039581298828,184.75247192382812,127.76846313476562,2565,RILY
2007-12-14,183.3663330078125,184.55445861816406,180.59405517578125,182.5742645263672,126.2621078491211,8408,RILY
2007-12-17,183.16831970214844,184.15841674804688,181.18812561035156,181.18812561035156,125.30348205566406,4005,RILY
2007-12-18,183.16831970214844,184.55445861816406,180.19801330566406,183.9604034423828,127.22074127197266,14488,RILY
2007-12-19,183.9604034423828,184.15841674804688,183.16831970214844,184.15841674804688,127.35765075683594,10216,RILY
2007-12-20,184.15841674804688,184.55445861816406,182.5742645263672,184.35643005371094,127.49457550048828,10529,RILY
2007-12-21,185.1485137939453,185.9405975341797,184.35643005371094,185.5445556640625,128.31625366210938,20887,RILY
2007-12-24,185.5445556640625,185.5445556640625,183.56436157226562,185.1485137939453,128.0423583984375,4020,RILY
